client_id,Variation_x,Variation_y,Variation
2165367,Control,Control,Control
1936892,Test,Test,Test
4633561,Control,Control,Control
6862833,Control,Control,Control
2296209,Test,Test,Test
2972136,Test,Test,Test
7767184,Test,Test,Test
96190,Test,Test,Test
5444943,Test,Test,Test
5667703,Test,Test,Test
3277823,Test,Test,Test
1491085,Test,Test,Test
3925764,Control,Control,Control
4264744,Test,Test,Test
6596973,Test,Test,Test
5624999,Control,Control,Control
2443997,Control,Control,Control
4451377,Test,Test,Test
9792435,Control,Control,Control
4174656,Control,Control,Control
2863786,Control,Control,Control
2408598,Test,Test,Test
4865624,Test,Test,Test
1434270,Control,Control,Control
5126271,Test,Test,Test
5098851,Test,Test,Test
7172346,Test,Test,Test
5687972,Test,Test,Test
8110362,Test,Test,Test
7349918,Control,Control,Control
7057041,Control,Control,Control
1625758,Test,Test,Test
8142042,Control,Control,Control
8345732,Control,Control,Control
334181,Test,Test,Test
6332171,Control,Control,Control
177990,Control,Control,Control
1859271,Test,Test,Test
1104326,Test,Test,Test
3656126,Test,Test,Test
7031553,Test,Test,Test
1919252,Control,Control,Control
299872,Control,Control,Control
2779701,Test,Test,Test
1721140,Test,Test,Test
7049685,Test,Test,Test
2227231,Control,Control,Control
889773,Test,Test,Test
2202223,Test,Test,Test
5847726,Control,Control,Control
6068180,Control,Control,Control
1943018,Test,Test,Test
6304200,Test,Test,Test
3144002,Control,Control,Control
8510262,Control,Control,Control
7705780,Test,Test,Test
5909567,Test,Test,Test
4666211,Control,Control,Control
3482596,Control,Control,Control
5578237,Test,Test,Test
5810358,Control,Control,Control
7475772,Test,Test,Test
9811239,Control,Control,Control
803868,Test,Test,Test
7718817,Test,Test,Test
4325863,Test,Test,Test
2482282,Control,Control,Control
7511755,Test,Test,Test
5869128,Test,Test,Test
431793,Test,Test,Test
640215,Test,Test,Test
610587,Control,Control,Control
5683054,Control,Control,Control
395988,Control,Control,Control
3796106,Test,Test,Test
1484808,Control,Control,Control
4658564,Test,Test,Test
6367708,Test,Test,Test
3628849,Test,Test,Test
9510802,Test,Test,Test
987970,Control,Control,Control
7179106,Control,Control,Control
7413723,Control,Control,Control
690186,Test,Test,Test
4924992,Control,Control,Control
5690717,Control,Control,Control
3449920,Control,Control,Control
7278607,Control,Control,Control
8676702,Control,Control,Control
7743144,Control,Control,Control
7326475,Test,Test,Test
9275181,Test,Test,Test
1309292,Control,Control,Control
8345304,Test,Test,Test
9706311,Test,Test,Test
7264359,Control,Control,Control
4537793,Test,Test,Test
8721805,Test,Test,Test
9267320,Test,Test,Test
87162,Control,Control,Control
1796021,Test,Test,Test
8750010,Test,Test,Test
3251101,Control,Control,Control
5806385,Test,Test,Test
1227228,Test,Test,Test
5158443,Control,Control,Control
7976518,Test,Test,Test
7404943,Control,Control,Control
8644876,Control,Control,Control
6708228,Test,Test,Test
7221280,Control,Control,Control
233796,Test,Test,Test
5156136,Test,Test,Test
6632249,Test,Test,Test
412057,Control,Control,Control
6433333,Control,Control,Control
5832674,Control,Control,Control
2420826,Control,Control,Control
1892481,Control,Control,Control
3825179,Test,Test,Test
5036055,Control,Control,Control
6112481,Control,Control,Control
2607017,Test,Test,Test
1263597,Test,Test,Test
7311422,Test,Test,Test
8693441,Test,Test,Test
6076887,Test,Test,Test
9741876,Control,Control,Control
2753144,Control,Control,Control
1429794,Control,Control,Control
8590429,Test,Test,Test
7783688,Control,Control,Control
2273445,Control,Control,Control
4617382,Test,Test,Test
7256310,Control,Control,Control
297721,Test,Test,Test
2819703,Test,Test,Test
9265410,Test,Test,Test
1468988,Control,Control,Control
8441811,Test,Test,Test
9983426,Test,Test,Test
4473962,Control,Control,Control
6090404,Control,Control,Control
9462455,Test,Test,Test
604915,Test,Test,Test
8204700,Control,Control,Control
9276658,Test,Test,Test
6775330,Test,Test,Test
9698834,Test,Test,Test
9478730,Control,Control,Control
4196018,Test,Test,Test
314189,Test,Test,Test
7871083,Test,Test,Test
7829676,Test,Test,Test
2657642,Test,Test,Test
5556204,Test,Test,Test
7430047,Test,Test,Test
1713302,Test,Test,Test
6905133,Control,Control,Control
7872209,Control,Control,Control
8167393,Control,Control,Control
8643228,Test,Test,Test
8308042,Control,Control,Control
9218546,Control,Control,Control
2033411,Control,Control,Control
1398101,Test,Test,Test
7609003,Test,Test,Test
2097917,Test,Test,Test
808085,Test,Test,Test
6964196,Test,Test,Test
5432300,Control,Control,Control
117457,Test,Test,Test
2878094,Control,Control,Control
4846832,Control,Control,Control
5918297,Test,Test,Test
1324846,Control,Control,Control
6287401,Test,Test,Test
5961865,Control,Control,Control
1142370,Test,Test,Test
5153744,Control,Control,Control
6729609,Test,Test,Test
1345390,Test,Test,Test
2979075,Control,Control,Control
9703336,Control,Control,Control
1790884,Control,Control,Control
3294909,Control,Control,Control
4825488,Test,Test,Test
2469240,Control,Control,Control
8306917,Control,Control,Control
2325253,Control,Control,Control
6223874,Test,Test,Test
1431526,Control,Control,Control
4650330,Test,Test,Test
4594586,Test,Test,Test
9659609,Control,Control,Control
4311434,Test,Test,Test
2081914,Test,Test,Test
4466183,Control,Control,Control
3684063,Control,Control,Control
1029999,Test,Test,Test
2655375,Test,Test,Test
7499638,Test,Test,Test
5395498,Test,Test,Test
1095148,Test,Test,Test
3101170,Test,Test,Test
5786829,Control,Control,Control
1701734,Control,Control,Control
4231775,Test,Test,Test
6600580,Control,Control,Control
7096357,Control,Control,Control
938655,Test,Test,Test
8833869,Control,Control,Control
480836,Control,Control,Control
2632937,Test,Test,Test
6791950,Control,Control,Control
8911064,Control,Control,Control
908517,Control,Control,Control
3483824,Test,Test,Test
6280462,Test,Test,Test
311296,Control,Control,Control
3861052,Control,Control,Control
3751035,Test,Test,Test
8330442,Test,Test,Test
743170,Control,Control,Control
8144798,Control,Control,Control
7569353,Test,Test,Test
9690558,Test,Test,Test
2800558,Test,Test,Test
8369695,Test,Test,Test
3449996,Test,Test,Test
33752,Test,Test,Test
2076382,Test,Test,Test
3123697,Control,Control,Control
4715380,Control,Control,Control
373892,Control,Control,Control
3641688,Control,Control,Control
6228133,Control,Control,Control
4546017,Test,Test,Test
507915,Test,Test,Test
8193155,Test,Test,Test
7480080,Test,Test,Test
7310623,Test,Test,Test
7441341,Test,Test,Test
7928340,Control,Control,Control
5414532,Control,Control,Control
1530669,Test,Test,Test
6759765,Control,Control,Control
7655590,Test,Test,Test
6049963,Test,Test,Test
2513729,Control,Control,Control
5932906,Control,Control,Control
6010271,Control,Control,Control
9334375,Control,Control,Control
1955672,Test,Test,Test
9040655,Control,Control,Control
8948070,Test,Test,Test
1853111,Test,Test,Test
7751464,Test,Test,Test
31766,Test,Test,Test
1419647,Control,Control,Control
6376323,Test,Test,Test
9058951,Test,Test,Test
5205651,Control,Control,Control
7961086,Test,Test,Test
7021111,Control,Control,Control
5512095,Control,Control,Control
53094,Control,Control,Control
6243260,Test,Test,Test
3261220,Test,Test,Test
5964765,Test,Test,Test
326707,Test,Test,Test
6305342,Control,Control,Control
8911088,Control,Control,Control
2921463,Test,Test,Test
7066375,Test,Test,Test
8186750,Control,Control,Control
4083801,Control,Control,Control
3388094,Test,Test,Test
8655864,Control,Control,Control
2710557,Test,Test,Test
8432079,Test,Test,Test
6832055,Control,Control,Control
8030325,Test,Test,Test
8858672,Control,Control,Control
8164330,Control,Control,Control
8943821,Test,Test,Test
2465653,Control,Control,Control
5426638,Test,Test,Test
6988897,Test,Test,Test
5700921,Test,Test,Test
821726,Control,Control,Control
3539231,Control,Control,Control
5006380,Control,Control,Control
7708929,Test,Test,Test
8048568,Control,Control,Control
2740721,Test,Test,Test
208307,Control,Control,Control
5102709,Control,Control,Control
6394638,Control,Control,Control
3701770,Test,Test,Test
120660,Test,Test,Test
2841010,Control,Control,Control
591597,Test,Test,Test
4296369,Test,Test,Test
3102426,Control,Control,Control
6930566,Test,Test,Test
4182696,Test,Test,Test
9118928,Test,Test,Test
9580921,Test,Test,Test
4430996,Test,Test,Test
8111377,Control,Control,Control
4572528,Control,Control,Control
2155286,Test,Test,Test
2094626,Control,Control,Control
8722394,Test,Test,Test
5244658,Control,Control,Control
882082,Test,Test,Test
7750878,Test,Test,Test
4099147,Test,Test,Test
7849173,Control,Control,Control
5124454,Control,Control,Control
4687894,Control,Control,Control
6464202,Test,Test,Test
6809435,Control,Control,Control
8293919,Test,Test,Test
6291061,Control,Control,Control
6071692,Control,Control,Control
2422435,Test,Test,Test
4533293,Test,Test,Test
1727327,Test,Test,Test
5582151,Control,Control,Control
8148127,Test,Test,Test
6651764,Test,Test,Test
5286990,Test,Test,Test
5969503,Test,Test,Test
4512339,Control,Control,Control
3816418,Control,Control,Control
3110575,Test,Test,Test
5178136,Control,Control,Control
2488298,Control,Control,Control
7419744,Test,Test,Test
9397973,Test,Test,Test
8802307,Control,Control,Control
6363157,Test,Test,Test
8827881,Test,Test,Test
867202,Test,Test,Test
6055756,Control,Control,Control
3401302,Control,Control,Control
2866632,Control,Control,Control
2331608,Control,Control,Control
4538908,Test,Test,Test
3141131,Test,Test,Test
4767998,Control,Control,Control
5210423,Control,Control,Control
8626837,Control,Control,Control
6811175,Control,Control,Control
9361140,Control,Control,Control
6327393,Control,Control,Control
6728805,Control,Control,Control
1670040,Test,Test,Test
302069,Control,Control,Control
6956351,Test,Test,Test
1313690,Test,Test,Test
3899686,Test,Test,Test
1664206,Test,Test,Test
7787757,Test,Test,Test
3073143,Test,Test,Test
7522380,Control,Control,Control
9484541,Test,Test,Test
807316,Test,Test,Test
8788056,Test,Test,Test
6529451,Control,Control,Control
77651,Test,Test,Test
6056856,Test,Test,Test
7392318,Test,Test,Test
7742331,Test,Test,Test
6512523,Control,Control,Control
6603155,Control,Control,Control
8062084,Test,Test,Test
2086535,Test,Test,Test
9320453,Test,Test,Test
2754991,Control,Control,Control
2684004,Control,Control,Control
117032,Test,Test,Test
7233758,Test,Test,Test
955922,Control,Control,Control
1905822,Control,Control,Control
3613404,Control,Control,Control
692622,Control,Control,Control
1702,Test,Test,Test
7142697,Control,Control,Control
1050296,Control,Control,Control
2603190,Control,Control,Control
2961467,Control,Control,Control
4332527,Test,Test,Test
409432,Control,Control,Control
2269756,Control,Control,Control
9397407,Control,Control,Control
465749,Control,Control,Control
5177025,Test,Test,Test
806488,Test,Test,Test
4628025,Test,Test,Test
9797821,Test,Test,Test
8243850,Test,Test,Test
2780112,Test,Test,Test
7343195,Control,Control,Control
2972819,Control,Control,Control
4074198,Control,Control,Control
5400343,Test,Test,Test
7560600,Control,Control,Control
3793227,Control,Control,Control
3542428,Control,Control,Control
9184029,Control,Control,Control
5796197,Test,Test,Test
5059436,Control,Control,Control
1709235,Control,Control,Control
8012396,Control,Control,Control
2688576,Control,Control,Control
5613996,Test,Test,Test
6808328,Test,Test,Test
8455435,Control,Control,Control
9222392,Test,Test,Test
5890673,Test,Test,Test
9588606,Test,Test,Test
4915982,Control,Control,Control
967459,Test,Test,Test
7778707,Test,Test,Test
2508716,Test,Test,Test
7506303,Control,Control,Control
4820744,Test,Test,Test
5289052,Control,Control,Control
2775873,Test,Test,Test
6159612,Control,Control,Control
8297741,Control,Control,Control
4228010,Test,Test,Test
6476325,Test,Test,Test
3152783,Control,Control,Control
8532409,Control,Control,Control
8254071,Control,Control,Control
6762071,Control,Control,Control
1822618,Control,Control,Control
3398684,Control,Control,Control
7363604,Control,Control,Control
5145328,Control,Control,Control
8737364,Test,Test,Test
8968939,Control,Control,Control
3153355,Control,Control,Control
9423309,Test,Test,Test
6342884,Control,Control,Control
3932987,Control,Control,Control
3493700,Test,Test,Test
1304455,Test,Test,Test
3804987,Test,Test,Test
1753569,Control,Control,Control
3000332,Control,Control,Control
2212057,Control,Control,Control
2857106,Control,Control,Control
5764613,Control,Control,Control
4496177,Control,Control,Control
5521811,Control,Control,Control
7539930,Test,Test,Test
2015180,Test,Test,Test
9857448,Test,Test,Test
8523684,Test,Test,Test
4262217,Test,Test,Test
4293163,Test,Test,Test
1126073,Test,Test,Test
982456,Control,Control,Control
4031845,Control,Control,Control
5987705,Control,Control,Control
6286537,Test,Test,Test
9659987,Test,Test,Test
1215090,Control,Control,Control
9968459,Control,Control,Control
9074859,Test,Test,Test
5876422,Control,Control,Control
5189179,Control,Control,Control
5122003,Test,Test,Test
8458271,Control,Control,Control
7732604,Control,Control,Control
8524876,Control,Control,Control
897243,Test,Test,Test
7887642,Test,Test,Test
3974422,Test,Test,Test
2475990,Test,Test,Test
1413769,Test,Test,Test
4406701,Control,Control,Control
4966474,Control,Control,Control
9077491,Control,Control,Control
1733254,Test,Test,Test
4922874,Test,Test,Test
2660945,Test,Test,Test
6699354,Test,Test,Test
4268281,Test,Test,Test
812596,Control,Control,Control
7549232,Test,Test,Test
2831158,Control,Control,Control
4885728,Control,Control,Control
7364879,Control,Control,Control
2822156,Control,Control,Control
4676782,Control,Control,Control
983319,Control,Control,Control
6443373,Control,Control,Control
3986713,Test,Test,Test
9404094,Control,Control,Control
7861570,Test,Test,Test
6579978,Control,Control,Control
1389096,Test,Test,Test
9235498,Control,Control,Control
28542,Control,Control,Control
9979252,Test,Test,Test
7695539,Test,Test,Test
6197156,Test,Test,Test
9497933,Test,Test,Test
8046317,Control,Control,Control
5462195,Test,Test,Test
6615405,Control,Control,Control
8944185,Control,Control,Control
3901507,Test,Test,Test
4385599,Test,Test,Test
6690373,Test,Test,Test
3018646,Test,Test,Test
7726175,Control,Control,Control
7812988,Test,Test,Test
8095324,Test,Test,Test
5621845,Test,Test,Test
9608160,Control,Control,Control
34067,Control,Control,Control
5181822,Control,Control,Control
9568097,Test,Test,Test
7096317,Control,Control,Control
4392032,Test,Test,Test
1961944,Control,Control,Control
6354136,Control,Control,Control
9182821,Test,Test,Test
2738233,Test,Test,Test
6930466,Control,Control,Control
7260733,Test,Test,Test
4496283,Test,Test,Test
5171644,Control,Control,Control
7521214,Test,Test,Test
42082,Control,Control,Control
6240949,Control,Control,Control
8536229,Control,Control,Control
6925555,Test,Test,Test
269352,Control,Control,Control
7802281,Test,Test,Test
1092703,Control,Control,Control
9560313,Control,Control,Control
1709551,Control,Control,Control
5800414,Test,Test,Test
9999626,Test,Test,Test
9083506,Control,Control,Control
5694254,Test,Test,Test
7381520,Control,Control,Control
8566060,Control,Control,Control
9468405,Control,Control,Control
3996598,Control,Control,Control
7846757,Control,Control,Control
9393194,Test,Test,Test
2515743,Control,Control,Control
5290689,Control,Control,Control
7534819,Test,Test,Test
8290983,Control,Control,Control
3841168,Test,Test,Test
7023981,Control,Control,Control
8772053,Control,Control,Control
3918261,Test,Test,Test
239465,Test,Test,Test
7023561,Control,Control,Control
5859476,Test,Test,Test
2496332,Test,Test,Test
8234949,Control,Control,Control
699180,Test,Test,Test
4658117,Control,Control,Control
6197527,Test,Test,Test
9175004,Control,Control,Control
4147030,Test,Test,Test
5447562,Control,Control,Control
2131692,Test,Test,Test
9419417,Test,Test,Test
2762435,Control,Control,Control
2660247,Control,Control,Control
1819048,Control,Control,Control
7203736,Test,Test,Test
9904267,Control,Control,Control
8801959,Test,Test,Test
5581872,Test,Test,Test
1446244,Control,Control,Control
2856133,Control,Control,Control
5580775,Control,Control,Control
4036345,Control,Control,Control
9204823,Control,Control,Control
7558101,Control,Control,Control
7280817,Test,Test,Test
3604196,Control,Control,Control
84976,Test,Test,Test
3756833,Control,Control,Control
8095374,Test,Test,Test
2389741,Test,Test,Test
819870,Test,Test,Test
3606737,Control,Control,Control
779520,Test,Test,Test
238672,Control,Control,Control
6135432,Control,Control,Control
8031142,Test,Test,Test
9698071,Test,Test,Test
694381,Test,Test,Test
2836159,Test,Test,Test
9654477,Control,Control,Control
292742,Test,Test,Test
9770521,Control,Control,Control
7128347,Test,Test,Test
6543959,Test,Test,Test
4741235,Control,Control,Control
1772995,Test,Test,Test
7915367,Test,Test,Test
1129989,Control,Control,Control
2268089,Control,Control,Control
627034,Test,Test,Test
576605,Control,Control,Control
7985605,Control,Control,Control
6526971,Test,Test,Test
1300925,Test,Test,Test
4707007,Test,Test,Test
5413659,Control,Control,Control
4674314,Test,Test,Test
9611279,Control,Control,Control
1550378,Control,Control,Control
2938798,Test,Test,Test
6832384,Test,Test,Test
4545467,Control,Control,Control
8879525,Test,Test,Test
5882141,Test,Test,Test
5452857,Test,Test,Test
2750619,Test,Test,Test
2317640,Control,Control,Control
3750142,Control,Control,Control
8754295,Test,Test,Test
815562,Test,Test,Test
9117843,Control,Control,Control
1155711,Test,Test,Test
2587087,Control,Control,Control
2791552,Control,Control,Control
1541112,Test,Test,Test
330243,Control,Control,Control
6252175,Test,Test,Test
5849595,Test,Test,Test
3047313,Test,Test,Test
4793150,Control,Control,Control
230950,Control,Control,Control
4551451,Control,Control,Control
5997395,Control,Control,Control
8742449,Control,Control,Control
7179800,Control,Control,Control
4972503,Control,Control,Control
1725212,Test,Test,Test
1582736,Test,Test,Test
8964089,Test,Test,Test
794763,Test,Test,Test
9740330,Control,Control,Control
660556,Test,Test,Test
6362011,Control,Control,Control
5272335,Test,Test,Test
2848642,Control,Control,Control
9513575,Test,Test,Test
442772,Test,Test,Test
9928401,Control,Control,Control
1729027,Test,Test,Test
3956018,Test,Test,Test
4498280,Control,Control,Control
3296880,Control,Control,Control
720325,Control,Control,Control
7679331,Test,Test,Test
245270,Control,Control,Control
6874017,Control,Control,Control
7041624,Control,Control,Control
2609757,Control,Control,Control
9642243,Test,Test,Test
8503257,Test,Test,Test
9014817,Control,Control,Control
1891067,Control,Control,Control
7787809,Control,Control,Control
752058,Control,Control,Control
9270315,Test,Test,Test
5851821,Test,Test,Test
3249151,Test,Test,Test
2644380,Control,Control,Control
4188215,Control,Control,Control
9146002,Test,Test,Test
2448787,Control,Control,Control
8332605,Test,Test,Test
6530134,Control,Control,Control
7221834,Control,Control,Control
4430714,Test,Test,Test
8247054,Control,Control,Control
6433105,Test,Test,Test
4336858,Test,Test,Test
8877861,Control,Control,Control
3608801,Control,Control,Control
1591836,Test,Test,Test
2390397,Control,Control,Control
4476408,Test,Test,Test
5185897,Test,Test,Test
9004223,Control,Control,Control
4843378,Control,Control,Control
614469,Test,Test,Test
8300275,Test,Test,Test
8037656,Control,Control,Control
1871798,Control,Control,Control
750370,Control,Control,Control
5802950,Test,Test,Test
3138783,Control,Control,Control
8713541,Test,Test,Test
1067510,Test,Test,Test
4419768,Test,Test,Test
8295352,Test,Test,Test
3361068,Test,Test,Test
8236198,Control,Control,Control
4580133,Control,Control,Control
7142957,Test,Test,Test
7016269,Test,Test,Test
2971453,Test,Test,Test
3022895,Test,Test,Test
4301708,Test,Test,Test
520693,Control,Control,Control
9629210,Test,Test,Test
5078210,Control,Control,Control
6302366,Test,Test,Test
882767,Test,Test,Test
822119,Test,Test,Test
8689089,Control,Control,Control
798202,Control,Control,Control
7308307,Test,Test,Test
8781957,Control,Control,Control
6484957,Test,Test,Test
7201063,Control,Control,Control
7594847,Test,Test,Test
359266,Control,Control,Control
2336104,Control,Control,Control
4240271,Test,Test,Test
5309015,Test,Test,Test
4083216,Test,Test,Test
7015158,Test,Test,Test
4098097,Test,Test,Test
2477796,Test,Test,Test
4279215,Test,Test,Test
4303270,Control,Control,Control
3031632,Control,Control,Control
9081837,Test,Test,Test
7628683,Control,Control,Control
6098439,Control,Control,Control
8240961,Control,Control,Control
1113377,Control,Control,Control
4551472,Test,Test,Test
3178517,Test,Test,Test
7101073,Test,Test,Test
873040,Test,Test,Test
371162,Test,Test,Test
9636725,Test,Test,Test
1513845,Test,Test,Test
769715,Control,Control,Control
9461619,Control,Control,Control
482692,Control,Control,Control
3466699,Control,Control,Control
2692249,Test,Test,Test
4508825,Control,Control,Control
1304706,Control,Control,Control
9920743,Test,Test,Test
4301191,Test,Test,Test
1305266,Control,Control,Control
4285424,Control,Control,Control
162388,Test,Test,Test
1734338,Control,Control,Control
3793824,Test,Test,Test
3607018,Test,Test,Test
7399041,Control,Control,Control
770591,Test,Test,Test
5426051,Test,Test,Test
7586469,Test,Test,Test
7482600,Test,Test,Test
7569710,Test,Test,Test
1775579,Test,Test,Test
1532881,Control,Control,Control
1449950,Control,Control,Control
2015049,Test,Test,Test
1348378,Control,Control,Control
545273,Test,Test,Test
5880392,Control,Control,Control
7791874,Control,Control,Control
4309097,Control,Control,Control
6813112,Control,Control,Control
157871,Control,Control,Control
9794313,Test,Test,Test
9273417,Test,Test,Test
2548477,Test,Test,Test
7380609,Test,Test,Test
5333922,Control,Control,Control
818084,Control,Control,Control
245312,Test,Test,Test
1698145,Control,Control,Control
8659718,Control,Control,Control
820937,Control,Control,Control
2683656,Test,Test,Test
2833889,Test,Test,Test
460291,Control,Control,Control
1104401,Test,Test,Test
7732731,Test,Test,Test
727133,Control,Control,Control
9793096,Control,Control,Control
139808,Test,Test,Test
4257759,Control,Control,Control
1136898,Control,Control,Control
8378787,Test,Test,Test
6813831,Control,Control,Control
2540907,Test,Test,Test
3378895,Control,Control,Control
4935831,Control,Control,Control
5042542,Test,Test,Test
8389498,Test,Test,Test
6556785,Test,Test,Test
4429179,Control,Control,Control
8133761,Control,Control,Control
9669175,Test,Test,Test
3274862,Test,Test,Test
6866990,Test,Test,Test
2550059,Test,Test,Test
3997533,Control,Control,Control
7809143,Test,Test,Test
7912423,Control,Control,Control
3828289,Control,Control,Control
6972473,Control,Control,Control
2809905,Test,Test,Test
2456180,Test,Test,Test
7826607,Control,Control,Control
7108764,Test,Test,Test
7409542,Test,Test,Test
2244649,Control,Control,Control
1978274,Test,Test,Test
6228960,Test,Test,Test
9253649,Control,Control,Control
1324554,Test,Test,Test
5451809,Control,Control,Control
9305903,Test,Test,Test
8272837,Test,Test,Test
6846120,Control,Control,Control
5337567,Control,Control,Control
9600060,Test,Test,Test
1186716,Test,Test,Test
7716851,Control,Control,Control
1459221,Control,Control,Control
9383009,Control,Control,Control
595241,Control,Control,Control
4790875,Control,Control,Control
369968,Control,Control,Control
9450100,Control,Control,Control
7383102,Test,Test,Test
9098452,Test,Test,Test
1110116,Control,Control,Control
319800,Test,Test,Test
1118533,Control,Control,Control
450673,Test,Test,Test
2561916,Control,Control,Control
5644202,Test,Test,Test
4757789,Test,Test,Test
9002579,Test,Test,Test
6766995,Control,Control,Control
6546908,Test,Test,Test
4322042,Test,Test,Test
9119940,Control,Control,Control
8265793,Test,Test,Test
4475946,Control,Control,Control
9892711,Control,Control,Control
2631095,Control,Control,Control
3402568,Control,Control,Control
3605980,Control,Control,Control
7964160,Control,Control,Control
2061783,Test,Test,Test
4791008,Test,Test,Test
5950382,Test,Test,Test
3079172,Test,Test,Test
8529036,Test,Test,Test
4695835,Test,Test,Test
4976299,Test,Test,Test
927703,Test,Test,Test
1349890,Test,Test,Test
6096204,Control,Control,Control
334785,Test,Test,Test
6704728,Test,Test,Test
5559892,Test,Test,Test
6866114,Test,Test,Test
1316540,Test,Test,Test
7450269,Test,Test,Test
6190541,Control,Control,Control
3789433,Control,Control,Control
8126956,Control,Control,Control
3988356,Control,Control,Control
4456564,Test,Test,Test
3256364,Control,Control,Control
9953208,Test,Test,Test
8102309,Control,Control,Control
1831180,Control,Control,Control
8267138,Control,Control,Control
1524159,Control,Control,Control
8720066,Test,Test,Test
8586536,Test,Test,Test
3462461,Test,Test,Test
2489713,Control,Control,Control
7024460,Test,Test,Test
1378044,Control,Control,Control
5356066,Test,Test,Test
4663817,Test,Test,Test
2410363,Control,Control,Control
392273,Control,Control,Control
9938863,Control,Control,Control
408478,Test,Test,Test
6209195,Control,Control,Control
1753961,Test,Test,Test
8214483,Test,Test,Test
8780433,Test,Test,Test
1418262,Control,Control,Control
4239876,Control,Control,Control
3908768,Control,Control,Control
3188901,Control,Control,Control
3199354,Test,Test,Test
5045208,Test,Test,Test
3600955,Test,Test,Test
9252292,Test,Test,Test
8541153,Control,Control,Control
6246252,Test,Test,Test
3740995,Control,Control,Control
9919802,Test,Test,Test
8800235,Control,Control,Control
1698574,Test,Test,Test
4015337,Control,Control,Control
9203634,Test,Test,Test
9516498,Control,Control,Control
7678847,Test,Test,Test
3874527,Test,Test,Test
3541119,Test,Test,Test
9726273,Control,Control,Control
5731886,Control,Control,Control
9326789,Control,Control,Control
6552948,Test,Test,Test
7187119,Control,Control,Control
1502982,Test,Test,Test
6450072,Test,Test,Test
2790569,Control,Control,Control
4034394,Control,Control,Control
2962019,Control,Control,Control
1427675,Test,Test,Test
3063857,Test,Test,Test
3341070,Control,Control,Control
2985789,Control,Control,Control
5258581,Control,Control,Control
2280318,Test,Test,Test
9389733,Test,Test,Test
6716714,Control,Control,Control
3953220,Control,Control,Control
7716669,Control,Control,Control
6266472,Test,Test,Test
2015094,Control,Control,Control
4297636,Control,Control,Control
351247,Test,Test,Test
5099365,Test,Test,Test
583207,Control,Control,Control
1131564,Test,Test,Test
5231915,Test,Test,Test
6429939,Test,Test,Test
7061245,Test,Test,Test
6497677,Control,Control,Control
2966989,Test,Test,Test
9671649,Test,Test,Test
6610435,Control,Control,Control
6290066,Test,Test,Test
7066218,Test,Test,Test
1189980,Test,Test,Test
1117967,Control,Control,Control
4990111,Test,Test,Test
6068316,Test,Test,Test
4135603,Control,Control,Control
9948339,Control,Control,Control
6092556,Control,Control,Control
6490862,Control,Control,Control
6072001,Control,Control,Control
2772447,Control,Control,Control
8046703,Test,Test,Test
1486808,Test,Test,Test
7252312,Test,Test,Test
7358034,Control,Control,Control
5508187,Control,Control,Control
1393178,Test,Test,Test
5385880,Control,Control,Control
7264487,Control,Control,Control
9686977,Test,Test,Test
4408578,Test,Test,Test
9023475,Control,Control,Control
5011864,Control,Control,Control
1215944,Control,Control,Control
9665433,Control,Control,Control
3464312,Control,Control,Control
5346181,Test,Test,Test
5329342,Test,Test,Test
7225168,Control,Control,Control
2333118,Test,Test,Test
9047167,Test,Test,Test
6317332,Test,Test,Test
5993485,Control,Control,Control
5303469,Test,Test,Test
5163977,Test,Test,Test
5110034,Test,Test,Test
3514875,Control,Control,Control
6640692,Test,Test,Test
3817959,Control,Control,Control
5903799,Test,Test,Test
9662896,Control,Control,Control
7064013,Control,Control,Control
399690,Control,Control,Control
9396373,Control,Control,Control
8098171,Test,Test,Test
319514,Test,Test,Test
676847,Test,Test,Test
2750633,Test,Test,Test
2908177,Test,Test,Test
994861,Control,Control,Control
4658640,Control,Control,Control
7371764,Control,Control,Control
9886214,Test,Test,Test
6648976,Control,Control,Control
6464365,Control,Control,Control
6662704,Test,Test,Test
9917903,Test,Test,Test
958145,Control,Control,Control
2313582,Control,Control,Control
2842485,Control,Control,Control
7324107,Test,Test,Test
3014716,Test,Test,Test
2481545,Control,Control,Control
7821815,Test,Test,Test
8027229,Test,Test,Test
9984341,Test,Test,Test
4522579,Test,Test,Test
555737,Control,Control,Control
2599987,Control,Control,Control
7333746,Test,Test,Test
1679331,Control,Control,Control
725387,Test,Test,Test
4449850,Control,Control,Control
6120940,Test,Test,Test
9728696,Test,Test,Test
7279072,Control,Control,Control
5237360,Control,Control,Control
6608442,Test,Test,Test
4993473,Test,Test,Test
3275651,Control,Control,Control
4028331,Test,Test,Test
7187827,Test,Test,Test
7851212,Control,Control,Control
5821086,Test,Test,Test
9325262,Control,Control,Control
2861330,Control,Control,Control
9706879,Control,Control,Control
2083605,Test,Test,Test
369255,Control,Control,Control
1224493,Control,Control,Control
8711224,Test,Test,Test
4311818,Control,Control,Control
3324233,Control,Control,Control
542609,Control,Control,Control
7674299,Test,Test,Test
9756335,Control,Control,Control
1937877,Control,Control,Control
2336280,Test,Test,Test
6060618,Control,Control,Control
3849509,Test,Test,Test
7068030,Test,Test,Test
7896038,Control,Control,Control
8575079,Test,Test,Test
7677496,Control,Control,Control
5334349,Control,Control,Control
5246910,Control,Control,Control
8075476,Test,Test,Test
2474749,Control,Control,Control
6479095,Control,Control,Control
