client_id,Variation_x,Variation_y,Variation
5166002,Test,Test,Test
1462526,Control,Control,Control
1758144,Test,Test,Test
59782,Control,Control,Control
3575737,Control,Control,Control
347874,Test,Test,Test
7707032,Control,Control,Control
7454658,Test,Test,Test
2769726,Control,Control,Control
536297,Control,Control,Control
3918588,Test,Test,Test
5382272,Control,Control,Control
1107994,Test,Test,Test
1416540,Control,Control,Control
9791481,Control,Control,Control
2247829,Test,Test,Test
3377070,Test,Test,Test
9404172,Control,Control,Control
2818717,Control,Control,Control
2216120,Test,Test,Test
9696703,Test,Test,Test
6654261,Control,Control,Control
9135395,Test,Test,Test
6414378,Test,Test,Test
4292879,Test,Test,Test
4987617,Control,Control,Control
278839,Test,Test,Test
7427161,Test,Test,Test
6986049,Control,Control,Control
207721,Control,Control,Control
3425202,Test,Test,Test
5072014,Test,Test,Test
8278203,Test,Test,Test
3945089,Control,Control,Control
7271731,Control,Control,Control
3721289,Test,Test,Test
8475126,Control,Control,Control
3915713,Control,Control,Control
2544329,Test,Test,Test
3061886,Control,Control,Control
8301753,Control,Control,Control
1626170,Control,Control,Control
2676477,Test,Test,Test
1416662,Test,Test,Test
4671422,Test,Test,Test
3548490,Test,Test,Test
3408953,Test,Test,Test
1692252,Test,Test,Test
1897577,Control,Control,Control
1339950,Test,Test,Test
7351061,Control,Control,Control
8502987,Test,Test,Test
5002874,Control,Control,Control
8723312,Control,Control,Control
1117521,Control,Control,Control
173084,Control,Control,Control
6442302,Test,Test,Test
8734295,Control,Control,Control
5359950,Test,Test,Test
5738449,Test,Test,Test
8412195,Test,Test,Test
2952883,Test,Test,Test
7237122,Test,Test,Test
5814099,Control,Control,Control
5638037,Test,Test,Test
7922530,Control,Control,Control
7138212,Test,Test,Test
5882000,Test,Test,Test
7356967,Control,Control,Control
9306875,Test,Test,Test
9678288,Control,Control,Control
9385015,Test,Test,Test
2122069,Control,Control,Control
9110731,Test,Test,Test
310721,Test,Test,Test
8649227,Control,Control,Control
3957553,Control,Control,Control
3071824,Test,Test,Test
5387333,Control,Control,Control
4468636,Test,Test,Test
2590512,Control,Control,Control
905694,Control,Control,Control
5952579,Test,Test,Test
7092269,Test,Test,Test
7160628,Control,Control,Control
9138140,Test,Test,Test
9295457,Test,Test,Test
1914701,Control,Control,Control
4483412,Test,Test,Test
9460951,Control,Control,Control
5897858,Test,Test,Test
2206536,Control,Control,Control
8926765,Control,Control,Control
8995044,Test,Test,Test
7771439,Control,Control,Control
9605578,Control,Control,Control
1935963,Test,Test,Test
9150536,Control,Control,Control
348166,Control,Control,Control
8163594,Control,Control,Control
8472387,Test,Test,Test
1413326,Test,Test,Test
4046358,Test,Test,Test
8733506,Test,Test,Test
4728491,Test,Test,Test
5955784,Test,Test,Test
7029595,Test,Test,Test
4505583,Test,Test,Test
8076000,Test,Test,Test
2947410,Test,Test,Test
2324576,Test,Test,Test
4296815,Test,Test,Test
257116,Test,Test,Test
1243066,Control,Control,Control
3795129,Control,Control,Control
3336291,Test,Test,Test
252042,Control,Control,Control
4998090,Control,Control,Control
1836459,Test,Test,Test
8656602,Control,Control,Control
3311163,Test,Test,Test
6342356,Control,Control,Control
2673699,Control,Control,Control
4582506,Control,Control,Control
9646949,Control,Control,Control
6213911,Test,Test,Test
5137559,Control,Control,Control
211709,Control,Control,Control
4097959,Test,Test,Test
2659958,Control,Control,Control
1981098,Control,Control,Control
5759958,Control,Control,Control
8533320,Control,Control,Control
9181934,Test,Test,Test
9405128,Test,Test,Test
3843351,Test,Test,Test
6666388,Test,Test,Test
2114924,Control,Control,Control
9919505,Test,Test,Test
2946941,Test,Test,Test
5086104,Test,Test,Test
4219223,Control,Control,Control
9505609,Control,Control,Control
9908836,Control,Control,Control
3005892,Control,Control,Control
5135129,Test,Test,Test
4339704,Control,Control,Control
1435758,Test,Test,Test
9485220,Test,Test,Test
1024896,Control,Control,Control
3197890,Test,Test,Test
3784712,Test,Test,Test
891781,Test,Test,Test
4791137,Test,Test,Test
5209844,Test,Test,Test
2572100,Test,Test,Test
5934614,Test,Test,Test
986278,Test,Test,Test
7407660,Control,Control,Control
2343101,Control,Control,Control
9708531,Control,Control,Control
4397575,Control,Control,Control
7013557,Control,Control,Control
9566621,Control,Control,Control
7485810,Test,Test,Test
1946062,Control,Control,Control
252744,Control,Control,Control
9825607,Control,Control,Control
4094805,Test,Test,Test
8215625,Test,Test,Test
8375478,Test,Test,Test
7862700,Test,Test,Test
6698105,Control,Control,Control
7762392,Test,Test,Test
298442,Control,Control,Control
8126014,Control,Control,Control
1805764,Control,Control,Control
1384394,Control,Control,Control
7838471,Control,Control,Control
875221,Test,Test,Test
2048981,Control,Control,Control
9559072,Control,Control,Control
7314764,Test,Test,Test
5947049,Control,Control,Control
698834,Test,Test,Test
598705,Control,Control,Control
9511384,Control,Control,Control
7813334,Control,Control,Control
3651773,Control,Control,Control
2292981,Test,Test,Test
6328237,Test,Test,Test
5113564,Test,Test,Test
2389810,Control,Control,Control
8592381,Test,Test,Test
9380150,Control,Control,Control
8560779,Test,Test,Test
673924,Control,Control,Control
6814932,Control,Control,Control
1678171,Control,Control,Control
3760265,Control,Control,Control
638651,Control,Control,Control
778067,Test,Test,Test
9131734,Test,Test,Test
2443684,Test,Test,Test
7212530,Control,Control,Control
924425,Control,Control,Control
6977190,Control,Control,Control
6803483,Test,Test,Test
923946,Control,Control,Control
4140577,Control,Control,Control
9508403,Test,Test,Test
8488116,Control,Control,Control
5019518,Test,Test,Test
2534280,Test,Test,Test
243705,Test,Test,Test
1712416,Control,Control,Control
1096427,Test,Test,Test
6679780,Test,Test,Test
8738591,Test,Test,Test
9123498,Control,Control,Control
1984039,Control,Control,Control
400773,Control,Control,Control
955207,Control,Control,Control
1835129,Control,Control,Control
3628890,Test,Test,Test
7727813,Test,Test,Test
550508,Control,Control,Control
1155387,Test,Test,Test
6174372,Test,Test,Test
1505366,Test,Test,Test
7083844,Control,Control,Control
9163772,Test,Test,Test
76635,Test,Test,Test
6973072,Test,Test,Test
2345585,Control,Control,Control
2723013,Control,Control,Control
6129494,Test,Test,Test
6283993,Test,Test,Test
3989766,Control,Control,Control
289799,Test,Test,Test
8562036,Control,Control,Control
8567603,Control,Control,Control
9626182,Test,Test,Test
4567471,Test,Test,Test
6996763,Control,Control,Control
7962393,Control,Control,Control
1684699,Control,Control,Control
9331153,Test,Test,Test
8507124,Control,Control,Control
9557567,Control,Control,Control
9061007,Control,Control,Control
9410580,Control,Control,Control
2573479,Test,Test,Test
5303283,Test,Test,Test
83507,Test,Test,Test
3517625,Control,Control,Control
766981,Control,Control,Control
1931127,Control,Control,Control
821604,Test,Test,Test
3385368,Test,Test,Test
1910641,Test,Test,Test
7069087,Control,Control,Control
9237252,Control,Control,Control
5036513,Test,Test,Test
3392630,Test,Test,Test
8149715,Test,Test,Test
2837165,Test,Test,Test
2898010,Control,Control,Control
3704379,Test,Test,Test
3932829,Test,Test,Test
1906589,Control,Control,Control
9063405,Test,Test,Test
4250505,Control,Control,Control
8777123,Test,Test,Test
5981077,Control,Control,Control
1674728,Test,Test,Test
5429291,Test,Test,Test
7672926,Control,Control,Control
2926683,Control,Control,Control
2311816,Control,Control,Control
8869149,Control,Control,Control
7323610,Control,Control,Control
7318823,Control,Control,Control
729369,Test,Test,Test
6870598,Control,Control,Control
7470775,Control,Control,Control
8057794,Control,Control,Control
7723505,Control,Control,Control
9827795,Test,Test,Test
9654165,Test,Test,Test
2922012,Control,Control,Control
8916311,Test,Test,Test
2008219,Control,Control,Control
7910136,Test,Test,Test
8273493,Test,Test,Test
4194127,Control,Control,Control
2130810,Test,Test,Test
6261592,Control,Control,Control
8497122,Control,Control,Control
7883642,Control,Control,Control
2829817,Test,Test,Test
3460547,Test,Test,Test
4495887,Test,Test,Test
9824283,Test,Test,Test
6920114,Test,Test,Test
3701076,Control,Control,Control
9286701,Test,Test,Test
4560228,Test,Test,Test
8255460,Control,Control,Control
3202622,Test,Test,Test
3662340,Control,Control,Control
2500988,Test,Test,Test
8036059,Control,Control,Control
9106373,Test,Test,Test
775603,Control,Control,Control
8312125,Control,Control,Control
8884917,Control,Control,Control
5448688,Test,Test,Test
205563,Test,Test,Test
9208412,Test,Test,Test
6637243,Test,Test,Test
3731320,Test,Test,Test
9015339,Control,Control,Control
3384890,Test,Test,Test
3402183,Test,Test,Test
6659716,Test,Test,Test
1828861,Test,Test,Test
3277706,Control,Control,Control
51706,Control,Control,Control
8291632,Control,Control,Control
3954516,Test,Test,Test
9291765,Test,Test,Test
5687200,Control,Control,Control
6015130,Test,Test,Test
9426031,Control,Control,Control
9273843,Test,Test,Test
7429945,Control,Control,Control
5308699,Test,Test,Test
9591005,Control,Control,Control
9456356,Control,Control,Control
5831736,Control,Control,Control
8853635,Control,Control,Control
8741410,Test,Test,Test
7058860,Control,Control,Control
6346401,Control,Control,Control
2761746,Control,Control,Control
6487258,Test,Test,Test
4856668,Test,Test,Test
9784360,Control,Control,Control
4629788,Test,Test,Test
2975991,Test,Test,Test
5247002,Test,Test,Test
8477875,Test,Test,Test
5179510,Test,Test,Test
2577458,Control,Control,Control
9998921,Control,Control,Control
755807,Control,Control,Control
8706649,Test,Test,Test
8293019,Test,Test,Test
5271473,Control,Control,Control
7883510,Test,Test,Test
3283578,Test,Test,Test
6602198,Test,Test,Test
7059930,Control,Control,Control
88378,Control,Control,Control
4103576,Test,Test,Test
701817,Test,Test,Test
8905979,Control,Control,Control
4328918,Test,Test,Test
3270754,Control,Control,Control
8166540,Control,Control,Control
8641216,Test,Test,Test
1581585,Test,Test,Test
1788956,Test,Test,Test
5934150,Test,Test,Test
8558911,Control,Control,Control
3428017,Test,Test,Test
2368419,Test,Test,Test
7721837,Control,Control,Control
2513163,Test,Test,Test
8064827,Control,Control,Control
2229120,Test,Test,Test
9659067,Control,Control,Control
3479663,Control,Control,Control
3106658,Control,Control,Control
8711938,Control,Control,Control
2575869,Control,Control,Control
231622,Test,Test,Test
8923646,Test,Test,Test
5986882,Control,Control,Control
454816,Test,Test,Test
485563,Control,Control,Control
2383926,Test,Test,Test
4006328,Test,Test,Test
7178194,Control,Control,Control
1461624,Test,Test,Test
3044046,Test,Test,Test
5288149,Test,Test,Test
2343902,Test,Test,Test
936595,Test,Test,Test
1241105,Test,Test,Test
5233697,Control,Control,Control
7271160,Test,Test,Test
5494565,Control,Control,Control
8705882,Test,Test,Test
5377711,Control,Control,Control
7242452,Test,Test,Test
8276370,Control,Control,Control
5543630,Test,Test,Test
6861827,Control,Control,Control
5266951,Control,Control,Control
1299508,Test,Test,Test
8676136,Control,Control,Control
1260686,Control,Control,Control
9338000,Test,Test,Test
9057331,Test,Test,Test
7170304,Control,Control,Control
1510634,Control,Control,Control
7396152,Test,Test,Test
4289238,Test,Test,Test
473920,Test,Test,Test
3234627,Test,Test,Test
805761,Test,Test,Test
8812664,Control,Control,Control
5169181,Test,Test,Test
8322804,Control,Control,Control
2918922,Control,Control,Control
6539625,Test,Test,Test
9655295,Test,Test,Test
1348936,Test,Test,Test
7501883,Test,Test,Test
3742276,Test,Test,Test
2615146,Control,Control,Control
2237790,Control,Control,Control
9998346,Control,Control,Control
1763163,Control,Control,Control
7564787,Control,Control,Control
5851918,Control,Control,Control
5165659,Control,Control,Control
4684105,Test,Test,Test
8174002,Test,Test,Test
8129452,Control,Control,Control
8864154,Test,Test,Test
7210729,Test,Test,Test
6085835,Test,Test,Test
8309083,Test,Test,Test
9056069,Test,Test,Test
2780782,Control,Control,Control
3937930,Test,Test,Test
4345698,Control,Control,Control
390870,Control,Control,Control
4438314,Control,Control,Control
6010786,Control,Control,Control
6042056,Control,Control,Control
8802029,Test,Test,Test
8056996,Control,Control,Control
7140684,Test,Test,Test
5281715,Test,Test,Test
8678313,Test,Test,Test
2122332,Test,Test,Test
8560861,Test,Test,Test
189053,Control,Control,Control
365845,Test,Test,Test
1417769,Control,Control,Control
5086236,Test,Test,Test
6199133,Control,Control,Control
1556389,Test,Test,Test
7354506,Test,Test,Test
3958645,Test,Test,Test
7153679,Control,Control,Control
5271807,Test,Test,Test
1425793,Test,Test,Test
3815578,Control,Control,Control
5171479,Test,Test,Test
9204785,Control,Control,Control
5920523,Test,Test,Test
9990752,Control,Control,Control
6719328,Test,Test,Test
2944846,Test,Test,Test
3729686,Test,Test,Test
2585770,Control,Control,Control
1523954,Test,Test,Test
6218205,Test,Test,Test
2408879,Test,Test,Test
851431,Control,Control,Control
4440880,Test,Test,Test
1527518,Control,Control,Control
7047486,Test,Test,Test
5264378,Test,Test,Test
1351566,Control,Control,Control
8003567,Control,Control,Control
2607463,Test,Test,Test
237611,Test,Test,Test
7011684,Test,Test,Test
5090277,Test,Test,Test
818487,Control,Control,Control
2313865,Test,Test,Test
7434001,Control,Control,Control
8918355,Test,Test,Test
616093,Test,Test,Test
2078711,Control,Control,Control
3798974,Test,Test,Test
4380529,Control,Control,Control
6734035,Control,Control,Control
9334788,Control,Control,Control
5747508,Test,Test,Test
8009454,Test,Test,Test
2811682,Control,Control,Control
8083597,Test,Test,Test
1927473,Control,Control,Control
1478874,Test,Test,Test
4793581,Test,Test,Test
6590593,Test,Test,Test
684515,Test,Test,Test
1358392,Control,Control,Control
8050462,Control,Control,Control
5656229,Test,Test,Test
8765560,Control,Control,Control
2197983,Test,Test,Test
4075714,Test,Test,Test
607970,Test,Test,Test
1949624,Control,Control,Control
6649391,Control,Control,Control
6298173,Test,Test,Test
4366957,Control,Control,Control
9009897,Control,Control,Control
7740530,Test,Test,Test
7763256,Test,Test,Test
4348721,Test,Test,Test
6253041,Control,Control,Control
7891584,Control,Control,Control
8622690,Control,Control,Control
3670962,Control,Control,Control
6043666,Test,Test,Test
41237,Test,Test,Test
6581705,Control,Control,Control
8501875,Test,Test,Test
5466929,Control,Control,Control
4069058,Control,Control,Control
8013513,Test,Test,Test
4259212,Control,Control,Control
8180494,Test,Test,Test
9647951,Test,Test,Test
100940,Test,Test,Test
7028086,Test,Test,Test
6359593,Test,Test,Test
2268258,Test,Test,Test
2633282,Test,Test,Test
6413068,Test,Test,Test
1350140,Test,Test,Test
5260532,Control,Control,Control
8016554,Control,Control,Control
8191168,Test,Test,Test
8858246,Test,Test,Test
6549730,Control,Control,Control
1390689,Control,Control,Control
9116627,Test,Test,Test
295552,Test,Test,Test
8211160,Control,Control,Control
9386463,Test,Test,Test
182739,Test,Test,Test
794844,Test,Test,Test
9301632,Control,Control,Control
3609051,Control,Control,Control
320868,Test,Test,Test
843422,Test,Test,Test
1346,Test,Test,Test
878355,Control,Control,Control
8549364,Control,Control,Control
6394082,Control,Control,Control
3684393,Test,Test,Test
809426,Test,Test,Test
739415,Test,Test,Test
2339127,Control,Control,Control
522175,Control,Control,Control
9072281,Control,Control,Control
5019623,Control,Control,Control
6891999,Test,Test,Test
360131,Control,Control,Control
